application_date,case_count
2017-04-01,1196.0
2017-04-02,605.0
2017-04-03,2058.0
2017-04-04,2268.0
2017-04-05,3945.0
2017-04-06,2379.0
2017-04-07,3590.0
2017-04-08,2297.0
2017-04-09,1435.0
2017-04-10,3166.0
2017-04-11,5649.0
2017-04-12,10249.0
2017-04-13,11691.0
2017-04-14,9619.0
2017-04-15,9780.0
2017-04-16,7154.0
2017-04-17,11112.0
2017-04-18,12793.0
2017-04-19,13714.0
2017-04-20,13734.0
2017-04-21,12247.0
2017-04-22,9941.0
2017-04-23,6552.0
2017-04-24,7557.0
2017-04-25,5872.0
2017-04-26,3930.0
2017-04-27,2812.0
2017-04-28,2737.0
2017-04-29,2209.0
2017-04-30,7353.0
2017-05-01,2826.0
2017-05-02,2127.0
2017-05-03,2001.0
2017-05-04,3158.0
2017-05-05,5181.0
2017-05-06,2441.0
2017-05-07,2078.0
2017-05-08,2122.0
2017-05-09,3015.0
2017-05-10,4612.0
2017-05-11,8199.0
2017-05-12,9897.0
2017-05-13,7556.0
2017-05-14,5343.0
2017-05-15,9984.0
2017-05-16,9812.0
2017-05-17,11274.0
2017-05-18,15509.0
2017-05-19,12552.0
2017-05-20,11435.0
2017-05-21,7516.0
2017-05-22,9894.0
2017-05-23,10240.0
2017-05-24,9222.0
2017-05-25,7931.0
2017-05-26,6428.0
2017-05-27,5192.0
2017-05-28,1717.0
2017-05-29,2682.0
2017-05-30,3128.0
2017-05-31,8781.0
2017-06-01,4248.0
2017-06-02,4568.0
2017-06-03,4914.0
2017-06-04,2208.0
2017-06-05,4625.0
2017-06-06,4451.0
2017-06-07,5942.0
2017-06-08,5992.0
2017-06-09,7015.0
2017-06-10,7352.0
2017-06-11,7003.0
2017-06-12,14160.0
2017-06-13,18603.0
2017-06-14,18437.0
2017-06-15,18877.0
2017-06-16,18503.0
2017-06-17,16691.0
2017-06-18,11415.0
2017-06-19,16539.0
2017-06-20,18508.0
2017-06-21,18518.0
2017-06-22,17488.0
2017-06-23,14547.0
2017-06-24,11533.0
2017-06-25,7411.0
2017-06-26,7502.0
2017-06-27,5087.0
2017-06-28,4685.0
2017-06-29,4190.0
2017-06-30,11723.0
2017-07-01,3884.0
2017-07-02,1348.0
2017-07-03,2932.0
2017-07-04,4657.0
2017-07-05,6186.0
2017-07-06,5154.0
2017-07-07,5817.0
2017-07-08,4885.0
2017-07-09,3939.0
2017-07-10,7611.0
2017-07-11,13913.0
2017-07-12,18429.0
2017-07-13,20964.0
2017-07-14,20984.0
2017-07-15,18787.0
2017-07-16,12334.0
2017-07-17,19848.0
2017-07-18,22435.0
2017-07-19,22949.0
2017-07-20,23713.0
2017-07-21,18718.0
2017-07-22,16245.0
2017-07-23,10469.0
2017-07-24,11339.0
2017-07-25,10750.0
2017-07-26,10179.0
2017-07-27,8156.0
2017-07-28,3913.0
2017-07-29,2626.0
2017-07-30,1479.0
2017-07-31,13481.0
2017-08-01,5376.0
2017-08-02,5794.0
2017-08-03,5794.0
2017-08-04,5174.0
2017-08-05,5293.0
2017-08-06,4055.0
2017-08-07,6444.0
2017-08-08,7301.0
2017-08-09,8994.0
2017-08-10,9704.0
2017-08-11,15546.0
2017-08-12,19528.0
2017-08-13,12690.0
2017-08-14,21527.0
2017-08-15,18311.0
2017-08-16,22531.0
2017-08-17,23940.0
2017-08-18,23450.0
2017-08-19,22449.0
2017-08-20,15882.0
2017-08-21,20215.0
2017-08-22,21602.0
2017-08-23,19701.0
2017-08-24,16569.0
2017-08-25,12539.0
2017-08-26,10929.0
2017-08-27,7601.0
2017-08-28,6996.0
2017-08-29,4241.0
2017-08-30,3620.0
2017-08-31,15827.0
2017-09-01,4372.0
2017-09-02,6249.0
2017-09-03,4469.0
2017-09-04,5647.0
2017-09-05,7478.0
2017-09-06,6894.0
2017-09-07,8867.0
2017-09-08,9872.0
2017-09-09,10344.0
2017-09-10,7627.0
2017-09-11,16428.0
2017-09-12,23570.0
2017-09-13,25602.0
2017-09-14,27406.0
2017-09-15,26005.0
2017-09-16,24989.0
2017-09-17,17805.0
2017-09-18,23244.0
2017-09-19,18147.0
2017-09-20,26920.0
2017-09-21,24759.0
2017-09-22,21223.0
2017-09-23,16141.0
2017-09-24,12816.0
2017-09-25,14127.0
2017-09-26,12850.0
2017-09-27,11068.0
2017-09-28,7852.0
2017-09-29,5353.0
2017-09-30,22070.0
2017-10-01,2253.0
2017-10-02,2567.0
2017-10-03,4799.0
2017-10-04,5547.0
2017-10-05,7237.0
2017-10-06,7928.0
2017-10-07,8060.0
2017-10-08,7505.0
2017-10-09,9987.0
2017-10-10,13074.0
2017-10-11,21918.0
2017-10-12,27994.0
2017-10-13,30566.0
2017-10-14,28451.0
2017-10-15,20995.0
2017-10-16,26603.0
2017-10-17,25391.0
2017-10-18,20350.0
2017-10-19,17338.0
2017-10-20,18119.0
2017-10-21,18302.0
2017-10-22,14995.0
2017-10-23,20053.0
2017-10-24,22045.0
2017-10-25,20117.0
2017-10-26,19078.0
2017-10-27,16941.0
2017-10-28,10626.0
2017-10-29,4197.0
2017-10-30,3834.0
2017-10-31,16444.0
2017-11-01,4424.0
2017-11-02,4098.0
2017-11-03,6523.0
2017-11-04,6494.0
2017-11-05,4180.0
2017-11-06,6534.0
2017-11-07,7739.0
2017-11-08,10162.0
2017-11-09,11697.0
2017-11-10,11841.0
2017-11-11,18917.0
2017-11-12,15230.0
2017-11-13,23553.0
2017-11-14,29568.0
2017-11-15,30779.0
2017-11-16,30169.0
2017-11-17,27192.0
2017-11-18,24853.0
2017-11-19,19908.0
2017-11-20,22020.0
2017-11-21,25528.0
2017-11-22,24004.0
2017-11-23,22214.0
2017-11-24,19028.0
2017-11-25,16425.0
2017-11-26,10465.0
2017-11-27,13267.0
2017-11-28,6997.0
2017-11-29,3478.0
2017-11-30,7255.0
2017-12-01,3176.0
2017-12-02,5054.0
2017-12-03,3718.0
2017-12-04,7519.0
2017-12-05,7702.0
2017-12-06,9028.0
2017-12-07,9901.0
2017-12-08,9395.0
2017-12-09,10243.0
2017-12-10,6721.0
2017-12-11,17610.0
2017-12-12,24971.0
2017-12-13,27737.0
2017-12-14,26661.0
2017-12-15,29279.0
2017-12-16,26632.0
2017-12-17,17422.0
2017-12-18,26404.0
2017-12-19,29257.0
2017-12-20,30388.0
2017-12-21,28239.0
2017-12-22,23993.0
2017-12-23,22844.0
2017-12-24,14124.0
2017-12-25,14596.0
2017-12-26,16180.0
2017-12-27,15310.0
2017-12-28,13957.0
2017-12-29,11440.0
2017-12-30,7560.0
2017-12-31,14897.0
2018-01-01,3501.0
2018-01-02,6575.0
2018-01-03,9736.0
2018-01-04,10543.0
2018-01-05,12238.0
2018-01-06,11754.0
2018-01-07,7813.0
2018-01-08,10387.0
2018-01-09,13478.0
2018-01-10,15806.0
2018-01-11,24394.0
2018-01-12,29082.0
2018-01-13,26043.0
2018-01-14,13141.0
2018-01-15,16704.0
2018-01-16,24070.0
2018-01-17,30205.0
2018-01-18,31897.0
2018-01-19,30273.0
2018-01-20,27740.0
2018-01-21,19083.0
2018-01-22,23780.0
2018-01-23,27790.0
2018-01-24,24173.0
2018-01-25,23815.0
2018-01-26,19267.0
2018-01-27,16581.0
2018-01-28,8345.0
2018-01-29,13229.0
2018-01-30,6398.0
2018-01-31,10930.0
2018-02-01,3232.0
2018-02-02,9745.0
2018-02-03,9050.0
2018-02-04,6654.0
2018-02-05,10798.0
2018-02-06,12030.0
2018-02-07,12430.0
2018-02-08,12323.0
2018-02-09,14445.0
2018-02-10,14177.0
2018-02-11,12979.0
2018-02-12,26294.0
2018-02-13,30728.0
2018-02-14,30305.0
2018-02-15,29068.0
2018-02-16,31672.0
2018-02-17,30368.0
2018-02-18,12994.0
2018-02-19,26411.0
2018-02-20,34887.0
2018-02-21,31308.0
2018-02-22,29498.0
2018-02-23,25872.0
2018-02-24,21963.0
2018-02-25,14180.0
2018-02-26,14508.0
2018-02-27,7613.0
2018-02-28,9340.0
2018-03-01,2881.0
2018-03-02,5726.0
2018-03-03,6671.0
2018-03-04,5420.0
2018-03-05,10128.0
2018-03-06,11390.0
2018-03-07,13482.0
2018-03-08,10486.0
2018-03-09,16849.0
2018-03-10,17633.0
2018-03-11,22374.0
2018-03-12,36790.0
2018-03-13,32465.0
2018-03-14,30887.0
2018-03-15,36834.0
2018-03-16,35800.0
2018-03-17,32438.0
2018-03-18,30672.0
2018-03-19,27511.0
2018-03-20,32357.0
2018-03-21,31019.0
2018-03-22,31480.0
2018-03-23,27748.0
2018-03-24,27096.0
2018-03-25,19614.0
2018-03-26,20874.0
2018-03-27,20096.0
2018-03-28,16368.0
2018-03-29,12270.0
2018-03-30,6815.0
2018-03-31,22591.0
2018-04-01,1742.0
2018-04-02,3466.0
2018-04-03,4236.0
2018-04-04,4873.0
2018-04-05,4713.0
2018-04-06,5787.0
2018-04-07,5042.0
2018-04-08,5307.0
2018-04-09,12425.0
2018-04-10,7885.0
2018-04-11,21589.0
2018-04-12,28164.0
2018-04-13,29764.0
2018-04-14,24997.0
2018-04-15,18372.0
2018-04-16,27664.0
2018-04-17,31367.0
2018-04-18,32862.0
2018-04-19,31399.0
2018-04-20,31384.0
2018-04-21,29923.0
2018-04-22,18655.0
2018-04-23,27027.0
2018-04-24,28260.0
2018-04-25,25790.0
2018-04-26,24164.0
2018-04-27,19183.0
2018-04-28,9457.0
2018-04-29,2442.0
2018-04-30,4959.0
2018-05-01,3819.0
2018-05-02,8618.0
2018-05-03,10415.0
2018-05-04,10107.0
2018-05-05,9095.0
2018-05-06,6927.0
2018-05-07,9026.0
2018-05-08,10441.0
2018-05-09,14002.0
2018-05-10,15554.0
2018-05-11,20398.0
2018-05-12,24936.0
2018-05-13,14917.0
2018-05-14,29641.0
2018-05-15,33644.0
2018-05-16,33926.0
2018-05-17,36435.0
2018-05-18,36276.0
2018-05-19,36056.0
2018-05-20,30561.0
2018-05-21,28778.0
2018-05-22,28310.0
2018-05-23,26799.0
2018-05-24,23873.0
2018-05-25,22100.0
2018-05-26,20904.0
2018-05-27,16815.0
2018-05-28,15192.0
2018-05-29,10170.0
2018-05-30,5105.0
2018-05-31,6550.0
2018-06-01,8633.0
2018-06-02,12584.0
2018-06-03,6340.0
2018-06-04,13988.0
2018-06-05,13084.0
2018-06-06,13715.0
2018-06-07,14296.0
2018-06-08,13474.0
2018-06-09,15901.0
2018-06-10,10279.0
2018-06-11,25680.0
2018-06-12,34869.0
2018-06-13,38251.0
2018-06-14,38368.0
2018-06-15,37469.0
2018-06-16,32595.0
2018-06-17,21787.0
2018-06-18,28033.0
2018-06-19,37256.0
2018-06-20,37159.0
2018-06-21,38488.0
2018-06-22,33715.0
2018-06-23,29014.0
2018-06-24,24597.0
2018-06-25,26927.0
2018-06-26,27462.0
2018-06-27,25827.0
2018-06-28,18295.0
2018-06-29,7390.0
2018-06-30,4865.0
2018-07-01,3865.0
2018-07-02,10217.0
2018-07-03,11783.0
2018-07-04,14067.0
2018-07-05,11179.0
2018-07-06,14125.0
2018-07-07,12768.0
2018-07-08,9578.0
2018-07-09,14541.0
2018-07-10,16260.0
2018-07-11,25004.0
2018-07-12,32434.0
2018-07-13,33512.0
2018-07-14,34343.0
2018-07-15,17831.0
2018-07-16,40518.0
2018-07-17,37607.0
2018-07-18,31186.0
2018-07-19,46243.0
2018-07-20,36469.0
2018-07-21,37377.0
2018-07-22,18878.0
2018-07-23,35118.0
2018-07-24,31169.0
2018-07-25,30266.0
2018-07-26,27942.0
2018-07-27,28678.0
2018-07-28,22693.0
2018-07-29,8412.0
2018-07-30,6947.0
2018-07-31,7463.0
2018-08-01,13783.0
2018-08-02,11974.0
2018-08-03,12726.0
2018-08-04,11734.0
2018-08-05,7649.0
2018-08-06,11646.0
2018-08-07,12167.0
2018-08-08,12222.0
2018-08-09,11609.0
2018-08-10,15759.0
2018-08-11,6842.0
2018-08-12,20195.0
2018-08-13,40634.0
2018-08-14,39057.0
2018-08-15,25159.0
2018-08-16,35926.0
2018-08-17,38822.0
2018-08-18,35074.0
2018-08-19,21342.0
2018-08-20,38334.0
2018-08-21,35306.0
2018-08-22,30848.0
2018-08-23,30328.0
2018-08-24,26594.0
2018-08-25,24842.0
2018-08-26,13457.0
2018-08-27,18784.0
2018-08-28,21388.0
2018-08-29,17947.0
2018-08-30,11238.0
2018-08-31,8024.0
2018-09-01,8797.0
2018-09-02,7101.0
2018-09-03,11668.0
2018-09-04,11596.0
2018-09-05,10953.0
2018-09-06,11245.0
2018-09-07,10989.0
2018-09-08,10779.0
2018-09-09,8940.0
2018-09-10,14766.0
2018-09-11,26352.0
2018-09-12,29369.0
2018-09-13,30747.0
2018-09-14,32492.0
2018-09-15,35940.0
2018-09-16,18883.0
2018-09-17,35454.0
2018-09-18,33815.0
2018-09-19,35426.0
2018-09-20,36203.0
2018-09-21,34605.0
2018-09-22,32589.0
2018-09-23,21520.0
2018-09-24,28385.0
2018-09-25,30640.0
2018-09-26,29666.0
2018-09-27,25228.0
2018-09-28,20121.0
2018-09-29,7201.0
2018-09-30,5900.0
2018-10-01,10854.0
2018-10-02,8564.0
2018-10-03,10381.0
2018-10-04,11423.0
2018-10-05,11451.0
2018-10-06,11347.0
2018-10-07,8971.0
2018-10-08,13148.0
2018-10-09,14608.0
2018-10-10,19134.0
2018-10-11,32072.0
2018-10-12,37745.0
2018-10-13,36802.0
2018-10-14,24887.0
2018-10-15,37976.0
2018-10-16,35015.0
2018-10-17,30561.0
2018-10-18,20688.0
2018-10-19,15993.0
2018-10-20,21605.0
2018-10-21,16846.0
2018-10-22,31340.0
2018-10-23,34444.0
2018-10-24,36061.0
2018-10-25,32608.0
2018-10-26,33445.0
2018-10-27,27254.0
2018-10-28,20484.0
2018-10-29,18608.0
2018-10-30,10491.0
2018-10-31,20496.0
2018-11-01,7911.0
2018-11-02,6433.0
2018-11-03,13247.0
2018-11-04,14102.0
2018-11-05,15983.0
2018-11-06,14042.0
2018-11-07,12638.0
2018-11-08,8618.0
2018-11-09,9501.0
2018-11-10,11256.0
2018-11-11,12451.0
2018-11-12,24880.0
2018-11-13,26548.0
2018-11-14,27878.0
2018-11-15,30106.0
2018-11-16,29025.0
2018-11-17,32224.0
2018-11-18,20787.0
2018-11-19,33492.0
2018-11-20,32665.0
2018-11-21,32324.0
2018-11-22,30818.0
2018-11-23,28465.0
2018-11-24,27214.0
2018-11-25,16881.0
2018-11-26,28331.0
2018-11-27,27320.0
2018-11-28,20589.0
2018-11-29,9443.0
2018-11-30,6444.0
2018-12-01,8509.0
2018-12-02,5334.0
2018-12-03,8318.0
2018-12-04,8667.0
2018-12-05,7352.0
2018-12-06,8166.0
2018-12-07,8323.0
2018-12-08,8449.0
2018-12-09,5963.0
2018-12-10,10392.0
2018-12-11,25341.0
2018-12-12,30024.0
2018-12-13,32499.0
2018-12-14,32305.0
2018-12-15,30729.0
2018-12-16,17941.0
2018-12-17,35209.0
2018-12-18,33430.0
2018-12-19,35013.0
2018-12-20,36660.0
2018-12-21,33716.0
2018-12-22,32144.0
2018-12-23,18305.0
2018-12-24,26085.0
2018-12-25,21073.0
2018-12-26,23785.0
2018-12-27,23248.0
2018-12-28,18814.0
2018-12-29,12050.0
2018-12-30,4779.0
2018-12-31,10275.0
2019-01-01,4533.0
2019-01-02,10540.0
2019-01-03,9528.0
2019-01-04,9921.0
2019-01-05,8591.0
2019-01-06,7058.0
2019-01-07,9584.0
2019-01-08,11486.0
2019-01-09,11758.0
2019-01-10,12371.0
2019-01-11,26632.0
2019-01-12,29737.0
2019-01-13,18845.0
2019-01-14,24343.0
2019-01-15,18270.0
2019-01-16,23247.0
2019-01-17,29423.0
2019-01-18,34000.0
2019-01-19,34330.0
2019-01-20,23892.0
2019-01-21,35654.0
2019-01-22,36376.0
2019-01-23,33660.0
2019-01-24,31823.0
2019-01-25,29417.0
2019-01-26,21165.0
2019-01-27,18416.0
2019-01-28,24365.0
2019-01-29,20608.0
2019-01-30,11042.0
2019-01-31,8158.0
2019-02-01,9353.0
2019-02-02,10503.0
2019-02-03,6072.0
2019-02-04,8936.0
2019-02-05,8288.0
2019-02-06,9591.0
2019-02-07,9001.0
2019-02-08,11749.0
2019-02-09,6046.0
2019-02-10,6736.0
2019-02-11,19962.0
2019-02-12,20828.0
2019-02-13,29853.0
2019-02-14,34151.0
2019-02-15,32891.0
2019-02-16,33885.0
2019-02-17,20502.0
2019-02-18,32291.0
2019-02-19,34232.0
2019-02-20,34153.0
2019-02-21,33605.0
2019-02-22,29964.0
2019-02-23,27329.0
2019-02-24,18765.0
2019-02-25,25716.0
2019-02-26,25153.0
2019-02-27,15994.0
2019-02-28,7496.0
2019-03-01,9686.0
2019-03-02,7195.0
2019-03-03,6007.0
2019-03-04,9825.0
2019-03-05,7880.0
2019-03-06,8910.0
2019-03-07,10294.0
2019-03-08,12270.0
2019-03-09,10326.0
2019-03-10,8768.0
2019-03-11,24890.0
2019-03-12,35340.0
2019-03-13,38123.0
2019-03-14,41614.0
2019-03-15,39630.0
2019-03-16,36372.0
2019-03-17,28770.0
2019-03-18,35591.0
2019-03-19,38495.0
2019-03-20,32659.0
2019-03-21,22900.0
2019-03-22,29354.0
2019-03-23,35045.0
2019-03-24,32650.0
2019-03-25,33633.0
2019-03-26,36641.0
2019-03-27,35719.0
2019-03-28,34162.0
2019-03-29,29852.0
2019-03-30,14314.0
2019-03-31,6228.0
2019-04-01,4869.0
2019-04-02,7975.0
2019-04-03,7902.0
2019-04-04,7828.0
2019-04-05,8252.0
2019-04-06,7225.0
2019-04-07,5263.0
2019-04-08,7955.0
2019-04-09,7993.0
2019-04-10,10284.0
2019-04-11,19567.0
2019-04-12,24525.0
2019-04-13,28052.0
2019-04-14,14018.0
2019-04-15,25578.0
2019-04-16,28536.0
2019-04-17,31100.0
2019-04-18,21314.0
2019-04-19,28325.0
2019-04-20,26334.0
2019-04-21,18492.0
2019-04-22,32934.0
2019-04-23,26425.0
2019-04-24,30223.0
2019-04-25,29642.0
2019-04-26,27721.0
2019-04-27,24484.0
2019-04-28,16006.0
2019-04-29,10856.0
2019-04-30,3660.0
2019-05-01,6309.0
2019-05-02,8380.0
2019-05-03,7067.0
2019-05-04,6475.0
2019-05-05,4219.0
2019-05-06,6757.0
2019-05-07,6725.0
2019-05-08,6553.0
2019-05-09,7623.0
2019-05-10,8004.0
2019-05-11,19366.0
2019-05-12,13009.0
2019-05-13,30109.0
2019-05-14,33892.0
2019-05-15,33793.0
2019-05-16,32987.0
2019-05-17,32348.0
2019-05-18,31233.0
2019-05-19,15349.0
2019-05-20,31416.0
2019-05-21,32924.0
2019-05-22,32977.0
2019-05-23,29417.0
2019-05-24,29535.0
2019-05-25,24442.0
2019-05-26,15938.0
2019-05-27,25345.0
2019-05-28,24751.0
2019-05-29,19820.0
2019-05-30,12315.0
2019-05-31,5162.0
2019-06-01,8986.0
2019-06-02,5684.0
2019-06-03,8398.0
2019-06-04,8645.0
2019-06-05,6043.0
2019-06-06,6526.0
2019-06-07,7902.0
2019-06-08,7032.0
2019-06-09,5534.0
2019-06-10,9683.0
2019-06-11,22540.0
2019-06-12,29466.0
2019-06-13,33390.0
2019-06-14,33987.0
2019-06-15,27289.0
2019-06-16,14969.0
2019-06-17,34968.0
2019-06-18,35626.0
2019-06-19,35170.0
2019-06-20,33793.0
2019-06-21,32025.0
2019-06-22,28375.0
2019-06-23,14759.0
2019-06-24,27082.0
2019-06-25,28541.0
2019-06-26,28829.0
2019-06-27,26667.0
2019-06-28,21953.0
2019-06-29,10145.0
2019-06-30,2816.0
2019-07-01,10624.0
2019-07-02,10319.0
2019-07-03,9493.0
2019-07-04,10191.0
2019-07-05,4768.0
2019-07-06,3944.0
2019-07-07,3058.0
2019-07-08,3760.0
2019-07-09,4483.0
2019-07-10,5445.0
2019-07-11,16736.0
2019-07-12,23284.0
2019-07-13,26360.0
2019-07-14,12351.0
2019-07-15,26769.0
2019-07-16,31277.0
2019-07-17,31604.0
2019-07-18,32547.0
2019-07-19,29778.0
2019-07-20,26123.0
2019-07-21,12267.0
2019-07-22,27292.0
2019-07-23,29183.0
